sample,I_in,Q_in,I_out,Q_out,phase_err,u,nco_sin,nco_cos
443,-8779,13833,5499,6070,37443854,-2513663,-31297,9704
444,-9209,13550,5306,6240,61251810,-2752596,-31356,9512
445,-9630,13255,5146,6372,80367212,-3050853,-31356,9512
446,-10042,12946,4944,6531,104016620,-3293655,-31414,9319
447,-10443,12624,4777,6654,122998916,-3594537,-31470,9126
448,-10835,12289,4607,6772,141873372,-3840262,-31526,8933
449,-11215,11943,4434,6887,160727888,-4086681,-31526,8933
450,-11585,11585,4216,7022,183919486,-4334870,-31580,8739
451,-11943,11215,4037,7127,202482630,-4638677,-31633,8545
452,-12289,10835,3856,7226,220913934,-4887756,-31685,8351
453,-12624,10443,3672,7322,239178514,-5137188,-31736,8157
454,-12946,10042,3485,7413,257373735,-5386528,-31833,7767
455,-13255,9630,3343,7478,270990828,-5636962,-31880,7571
456,-13550,9209,3153,7560,288827335,-5832755,-31926,7375
457,-13833,8779,2961,7637,306438391,-6082153,-32014,6983
458,-14102,8340,2814,7692,319698352,-6330670,-32057,6786
459,-14357,7893,2619,7761,337003846,-6527290,-32098,6590
460,-14598,7438,2422,7825,354108972,-6775327,-32176,6195
461,-14824,6976,2271,7870,366893180,-7022736,-32213,5998
462,-15036,6507,2072,7924,383564024,-7218567,-32285,5602
463,-15233,6031,1920,7963,396042651,-7463801,-32351,5205
464,-15415,5550,1767,7998,408373022,-7659002,-32382,5007
465,-15582,5063,1564,8040,424420185,-7853703,-32441,4609
466,-15733,4571,1410,8069,436399684,-8095659,-32495,4210
467,-15869,4074,1255,8094,448189030,-8289055,-32545,3811
468,-15989,3574,1100,8117,459871048,-8481380,-32589,3412
469,-16093,3070,944,8136,471341391,-8673638,-32628,3012
470,-16182,2563,788,8153,482633400,-8864527,-32663,2611
471,-16254,2053,632,8167,493780592,-9054437,-32692,2210
472,-16311,1542,476,8177,504717562,-9243763,-32717,1809
473,-16351,1029,319,8185,515493450,-9431682,-32737,1407
474,-16375,515,162,8189,526049974,-9618778,-32752,1005
475,-16384,0,6,8191,536421170,-9804314,-32765,402
476,-16375,-515,-101,8191,-530235392,-9988687,-32766,-201
477,-16351,-1029,-208,8188,-523063650,3137485,-32761,-603
478,-16311,-1542,-364,8183,-512444182,3105480,-32745,-1206
479,-16254,-2053,-471,8178,-505141623,3030096,-32752,-1005
480,-16182,-2563,-777,8154,-483509687,2994574,-32757,-804
481,-16093,-3070,-1083,8119,-461188563,2781166,-32761,-603
482,-15989,-3574,-1387,8073,-438201792,2556929,-32761,-603
483,-15869,-4074,-1640,8025,-418524304,2322081,-32765,-402
484,-15733,-4571,-1940,7958,-394480261,2125679,-32766,-201
485,-15582,-5063,-2238,7880,-369815196,1873207,-32766,-201
486,-15415,-5550,-2484,7806,-348815199,1610491,-32766,201
487,-15233,-6031,-2823,7690,-319022625,1390439,-32766,201
488,-15036,-6507,-3063,7597,-297238668,1059471,-32766,201
489,-14824,-6976,-3300,7497,-275131071,824304,-32765,402
490,-14598,-7438,-3579,7368,-248376120,582811,-32765,402
491,-14357,-7893,-3809,7252,-225738928,281517,-32765,402
492,-14102,-8340,-4035,7129,-202848460,28259,-32765,402
493,-13833,-8779,-4257,6999,-179770246,-230547,-32765,402
494,-13550,-9209,-4474,6862,-156504286,-494119,-32765,402
495,-13255,-9630,-4688,6717,-133083747,-762476,-32765,402
496,-12946,-10042,-4896,6567,-109573355,-1035229,-32765,402
497,-12624,-10443,-5100,6410,-85908384,-1311594,-32765,402
498,-12289,-10835,-5299,6247,-62187531,-1592381,-32765,402
499,-11943,-11215,-5493,6077,-38344462,-1876386,-32765,402
500,-11585,-11585,-5681,5902,-14543404,-2164435,-32766,201
501,-11215,-11943,-5828,5756,4657170,-2454512,-32766,201
502,-10835,-12289,-6006,5570,28508406,-2690271,-32766,-201
503,-10443,-12624,-6111,5454,42993840,-2985561,-32766,-201
504,-10042,-12946,-6280,5259,66826179,-3167641,-32765,-402
505,-9630,-13255,-6411,5099,85908384,-3466792,-32761,-603
506,-9209,-13550,-6538,4935,104958970,-3709779,-32757,-804
507,-8779,-13833,-6660,4769,123899901,-3954413,-32757,-804
508,-8340,-14102,-6807,4557,147373830,-4199727,-32752,-1005
509,-7893,-14357,-6920,4384,166162814,-4503090,-32745,-1206
510,-7438,-14598,-7029,4207,184830180,-4751056,-32737,-1407
511,-6976,-14824,-7133,4028,203392268,-4999526,-32728,-1608
512,-6507,-15036,-7232,3847,221794944,-5248689,-32717,-1809
513,-6031,-15233,-7327,3663,240072006,-5497864,-32692,-2210
514,-5550,-15415,-7396,3522,253838344,-5747452,-32678,-2410
515,-5063,-15582,-7483,3334,271842820,-5943242,-32663,-2611
516,-4571,-15733,-7565,3144,289678002,-6192884,-32628,-3012
517,-4074,-15869,-7623,2998,303038088,-6442357,-32609,-3212
518,-3574,-15989,-7697,2804,320566239,-6638424,-32589,-3412
519,-3070,-16093,-7765,2609,337843479,-6887434,-32545,-3811
520,-2563,-16182,-7814,2460,350803342,-7135215,-32495,-4210
521,-2053,-16254,-7859,2310,363632955,-7331480,-32469,-4410
522,-1542,-16311,-7915,2110,380358399,-7527519,-32412,-4808
523,-1029,-16351,-7954,1959,392855604,-7773080,-32351,-5205
524,-515,-16375,-7990,1806,405219122,-7968168,-32318,-5404
525,0,-16384,-8033,1604,421289920,-8162938,-32250,-5800
526,515,-16375,-8063,1450,433356800,-8404850,-32176,-6195
527,1029,-16351,-8089,1295,445199940,-8598991,-32098,-6590
528,1542,-16311,-8112,1140,456891260,-8791656,-32014,-6983
529,2053,-16254,-8133,984,468414015,-8983709,-31926,-7375
530,2563,-16182,-8150,828,479736907,-9174928,-31833,-7767
531,3070,-16093,-8164,672,490930812,-9364907,-31736,-8157
532,3574,-15989,-8176,516,501928357,-9554501,-31580,-8739
533,4074,-15869,-8182,409,509304855,-9742864,-31470,-9126
534,4571,-15733,-8188,253,519965040,-9887647,-31356,-9512
535,5063,-15582,-8191,96,530479280,-10073803,-31237,-9896
536,5550,-15415,-8192,-61,-532884923,-10259294,-31050,-10469
537,6031,-15233,-8190,-168,-525790835,2826821,-30919,-10849
538,6507,-15036,-8186,-324,-515209774,2796059,-30714,-11417
539,6976,-14824,-8181,-431,-507916137,2721441,-30783,-11228
540,7438,-14598,-8159,-737,-486355384,2686324,-30852,-11039
541,7893,-14357,-8126,-1043,-464155724,2474092,-30852,-11039
542,8340,-14102,-8089,-1298,-445045078,2251661,-30919,-10849
543,8779,-13833,-8034,-1601,-421628536,2065037,-30985,-10659
544,9209,-13550,-7969,-1901,-397619498,1823153,-30985,-10659
545,9630,-13255,-7905,-2151,-377094066,1571445,-31050,-10469
546,10042,-12946,-7819,-2446,-352139315,1360228,-31050,-10469
547,10443,-12624,-7738,-2690,-330830572,1092074,-31050,-10469
548,10835,-12289,-7650,-2932,-309208473,866318,-31113,-10278
549,11215,-11943,-7534,-3217,-282906774,634413,-31113,-10278
550,11585,-11585,-7429,-3452,-260668188,342361,-31113,-10278
551,11943,-11215,-7317,-3684,-238141260,97718,-31113,-10278
552,12289,-10835,-7198,-3912,-215367660,-152864,-31113,-10278
553,12624,-10443,-7072,-4135,-192430170,-408901,-31113,-10278
554,12946,-10042,-6938,-4356,-169225173,-669396,-31113,-10278
555,13255,-9630,-6798,-4572,-145918512,-935648,-31113,-10278
556,13550,-9209,-6651,-4783,-122427405,-1205635,-31113,-10278
557,13833,-8779,-6497,-4989,-98855469,-1480391,-31113,-10278
558,14102,-8340,-6338,-5191,-75161034,-1758655,-31113,-10278
559,14357,-7893,-6172,-5387,-51385770,-2040951,-31050,-10469
560,14598,-7438,-6034,-5542,-32228050,-2326777,-31050,-10469
561,14824,-6976,-5856,-5729,-8376884,-2558071,-30985,-10659
562,15036,-6507,-5710,-5875,10804080,-2849421,-30985,-10659
563,15233,-6031,-5522,-6051,34644228,-3085596,-30919,-10849
564,15415,-5550,-5368,-6189,53823502,-3381406,-30919,-10849
565,15582,-5063,-5171,-6354,77566650,-3622155,-30852,-11039
566,15733,-4571,-5009,-6483,96632033,-3921361,-30783,-11228
567,15869,-4074,-4843,-6607,115626534,-4165287,-30714,-11417
568,15989,-3574,-4674,-6728,134582399,-4410374,-30643,-11605
569,16093,-3070,-4503,-6844,153404230,-4657012,-30571,-11793
570,16182,-2563,-4328,-6955,172136874,-4904018,-30498,-11980
571,16254,-2053,-4151,-7062,190787162,-5151932,-30424,-12167
572,16311,-1542,-3971,-7165,209309955,-5400829,-30349,-12353
573,16351,-1029,-3789,-7263,227686272,-5650142,-30273,-12539
574,16375,-515,-3604,-7357,245915086,-5899623,-30117,-12910
575,16384,0,-3463,-7424,259605720,-6149244,-30037,-13094
576,16375,515,-3274,-7510,277594112,-6344722,-29956,-13279
577,16351,1029,-3083,-7590,295351900,-6594781,-29791,-13645
578,16311,1542,-2937,-7647,308698890,-6843911,-29706,-13828
579,16254,2053,-2743,-7719,326115486,-7040422,-29534,-14191
580,16182,2563,-2595,-7770,339152547,-7288658,-29358,-14553
581,16093,3070,-2446,-7819,352118403,-7484625,-29268,-14732
582,15989,3574,-2247,-7878,369007848,-7681104,-29085,-15090
583,15869,4074,-2096,-7919,381647505,-7927462,-28898,-15446
584,15733,4571,-1944,-7958,394127244,-8123098,-28706,-15800
585,15582,5063,-1791,-7994,406487024,-8318108,-28609,-15976
586,15415,5550,-1589,-8037,422581261,-8512968,-28411,-16325
587,15233,6031,-1434,-8066,434590490,-8755305,-28208,-16673
588,15036,6507,-1280,-8091,446389966,-8948872,-28001,-17018
589,14824,6976,-1125,-8115,458079021,-9141129,-27790,-17360
590,14598,7438,-969,-8134,469580720,-9333281,-27466,-17869
591,14357,7893,-864,-8147,477298736,-9524366,-27245,-18204
592,14102,8340,-707,-8162,488530594,-9669915,-27019,-18537
593,13833,8779,-551,-8173,499550204,-9859718,-26790,-18868
594,13550,9209,-394,-8183,510416608,-10048097,-26438,-19357
595,13255,9630,-288,-8187,517673705,-10235760,-26198,-19680
596,12946,10042,-131,-8191,528201230,-10379974,-25955,-20000
597,12624,10443,26,-8192,-535133320,-10565384,-25582,-20475
598,12289,10835,132,-8191,-528091167,2520608,-25329,-20787
599,11943,11215,289,-8187,-517506954,2490728,-24942,-21250
600,11585,11585,395,-8182,-510265276,2416317,-25072,-21096
601,11215,11943,702,-8162,-488794320,2382088,-25072,-21096
602,10835,12289,958,-8135,-470288752,2171217,-25201,-20942
603,10443,12624,1263,-8094,-447620554,1994704,-25329,-20787
604,10042,12946,1566,-8041,-424251180,1764765,-25329,-20787
605,9630,13255,1818,-7988,-404296140,1523739,-25456,-20631
606,9209,13550,2117,-7914,-379862435,1322417,-25456,-20631
607,8779,13833,2364,-7843,-359036433,1063609,-25456,-20631
608,8340,14102,2609,-7765,-337853548,846781,-25582,-20475
609,7893,14357,2899,-7662,-312096466,623317,-25582,-20475
610,7438,14598,3138,-7567,-290206702,341055,-25582,-20475
611,6976,14824,3374,-7465,-268019980,103841,-25582,-20475
612,6507,15036,3607,-7355,-245587464,-139382,-25582,-20475
613,6031,15233,3836,-7238,-222904047,-388012,-25582,-20475
614,5550,15415,4061,-7114,-199974836,-642139,-25582,-20475
615,5063,15582,4283,-6983,-176891945,-901727,-25582,-20475
616,4571,15733,4500,-6845,-153609317,-1165664,-25582,-20475
617,4074,15869,4713,-6700,-130178116,-1434535,-25582,-20475
618,3574,15989,4921,-6549,-106593235,-1707729,-25582,-20475
619,3070,16093,5124,-6391,-82951895,-1985325,-25456,-20631
620,2563,16182,5284,-6259,-63838365,-2266138,-25456,-20631
621,2053,16254,5478,-6090,-40042831,-2493514,-25329,-20787
622,1542,16311,5630,-5949,-20850480,-2780800,-25329,-20787
623,1029,16351,5814,-5770,2973690,-3013734,-25201,-20942
624,515,16375,5958,-5621,22157762,-3305965,-25201,-20942
625,0,16384,6132,-5431,45977480,-3543391,-25072,-21096
626,-515,16375,6268,-5274,65142784,-3840161,-24942,-21250
627,-1029,16351,6399,-5114,84245380,-4081948,-24811,-21403
628,-1542,16311,6526,-4951,103278414,-4325007,-24680,-21554
629,-2053,16254,6649,-4784,122281014,-4569247,-24547,-21705
630,-2563,16182,6767,-4615,141149224,-4815144,-24413,-21856
631,-3070,16093,6882,-4442,159964821,-5061409,-24279,-22005
632,-3574,15989,6992,-4267,178687362,-5309039,-24143,-22154
633,-4074,15869,7098,-4089,197267599,-5557529,-24007,-22301
634,-4571,15733,7199,-3908,215731306,-5806260,-23870,-22448
635,-5063,15582,7296,-3725,234091904,-6055535,-23592,-22739
636,-5550,15415,7365,-3584,247865299,-6305508,-23452,-22884
637,-6031,15233,7454,-3397,265920520,-6500746,-23170,-23170
638,-6507,15036,7517,-3254,279476540,-6750377,-23027,-23311
639,-6976,14824,7597,-3062,297251142,-6946328,-22739,-23592
640,-7438,14598,7654,-2916,310560184,-7195867,-22594,-23731
641,-7893,14357,7726,-2722,327967424,-7392112,-22301,-24007
642,-8340,14102,7776,-2574,341016002,-7640431,-22005,-24279
643,-8779,13833,7824,-2425,353940612,-7836738,-21856,-24413
644,-9209,13550,7883,-2226,370824570,-8032906,-21554,-24680
645,-9630,13255,7924,-2075,383411606,-8279391,-21250,-24942
646,-10042,12946,7962,-1923,395891500,-8474571,-20942,-25201
647,-10443,12624,7998,-1770,408230992,-8669771,-20631,-25456
648,-10835,12289,8030,-1617,420375741,-8864569,-20317,-25708
649,-11215,11943,8060,-1462,432430876,-9058278,-20000,-25955
650,-11585,11585,8086,-1308,444264760,-9252176,-19680,-26198
651,-11943,11215,8109,-1153,455985600,-9444627,-19357,-26438
652,-12289,10835,8130,-997,467516270,-9636945,-18868,-26790
653,-12624,10443,8142,-892,475256292,-9828165,-18537,-27019
654,-12946,10042,8158,-735,486521418,-9973765,-18204,-27245
655,-13255,9630,8171,-579,497593032,-10163761,-17869,-27466
656,-13550,9209,8180,-422,508496315,-10352569,-17360,-27790
657,-13833,8779,8185,-316,515732630,-10540479,-17018,-28001
658,-14102,8340,8189,-159,526328070,-10684231,-16499,-28310
659,-14357,7893,8191,-53,533392778,-10870273,-16151,-28510
660,-14598,7438,8190,104,-529947436,-11013809,-15623,-28803
661,-14824,6976,8188,210,-522842228,2071698,-15269,-28992
662,-15036,6507,8183,367,-512194488,2040484,-14732,-29268
663,-15233,6031,8177,473,-504871296,1964727,-14912,-29177
664,-15415,5550,8154,781,-483199504,1928923,-14912,-29177
665,-15582,5063,8125,1036,-464588925,1714993,-14912,-29177
666,-15733,4571,8089,1291,-445499837,1536584,-15090,-29085
667,-15869,4074,8034,1593,-422107260,1350273,-15090,-29085
668,-15989,3574,7980,1845,-402055605,1108734,-15269,-28992
669,-16093,3070,7905,2144,-377605861,905989,-15269,-28992
670,-16182,2563,7834,2391,-356725509,646743,-15269,-28992
671,-16254,2053,7755,2636,-335506529,429002,-15446,-28898
672,-16311,1542,7651,2925,-309687040,204845,-15446,-28898
673,-16351,1029,7555,3164,-287794020,-78439,-15446,-28898
674,-16375,515,7452,3399,-265583628,-315951,-15446,-28898
675,-16384,0,7341,3632,-243113660,-559724,-15446,-28898
676,-16375,-515,7224,3861,-220397568,-809077,-15446,-28898
677,-16351,-1029,7099,4086,-197439340,-1063872,-15446,-28898
678,-16311,-1542,6967,4307,-174323676,-1324086,-15269,-28992
679,-16254,-2053,6856,4482,-155585391,-1588699,-15269,-28992
680,-16182,-2563,6712,4695,-132185809,-1801678,-15269,-28992
681,-16093,-3070,6561,4904,-108624643,-2074270,-15090,-29085
682,-15989,-3574,6435,5067,-89604285,-2351359,-15090,-29085
683,-15869,-4074,6273,5267,-65884605,-2574842,-15090,-29085
684,-15733,-4571,6104,5461,-42117705,-2858438,-14912,-29177
685,-15582,-5063,5964,5614,-22900426,-3145151,-14732,-29268
686,-15415,-5550,5820,5763,-3727952,-3378171,-14732,-29268
687,-15233,-6031,5636,5943,20127560,-3612690,-14553,-29358
688,-15036,-6507,5484,6084,39302676,-3907137,-14372,-29447
689,-14824,-6976,5329,6221,58462533,-4146284,-14191,-29534
690,-14598,-7438,5169,6353,77580968,-4387291,-14010,-29621
691,-14357,-7893,5007,6482,96638000,-4629833,-13828,-29706
692,-14102,-8340,4842,6607,115653416,-4873658,-13645,-29791
693,-13833,-8779,4673,6727,134565348,-5119004,-13462,-29874
694,-13550,-9209,4502,6843,153419548,-5365102,-13279,-29956
695,-13255,-9630,4327,6954,172177765,-5612506,-13094,-30037
696,-12946,-10042,4151,7062,190772065,-5860738,-12910,-30117
697,-12624,-10443,3971,7165,209315312,-6108948,-12539,-30273
698,-12289,-10835,3833,7239,223211700,-6358513,-12353,-30349
699,-11943,-11215,3648,7333,241523326,-6552625,-11980,-30498
700,-11585,-11585,3507,7402,255230296,-6802792,-11793,-30571
701,-11215,-11943,3319,7488,273243810,-6998003,-11417,-30714
702,-10835,-12289,3175,7550,286754678,-7247905,-11228,-30783
703,-10443,-12624,2983,7628,304394754,-7444080,-10849,-30919
704,-10042,-12946,2837,7684,317688222,-7692734,-10469,-31050
705,-9630,-13255,2689,7737,330830572,-7889550,-10087,-31176
706,-9209,-13550,2540,7787,343853995,-8085918,-9896,-31237
707,-8779,-13833,2343,7849,360822881,-8282220,-9512,-31356
708,-8340,-14102,2192,7892,373558568,-8528677,-9126,-31470
709,-7893,-14357,2041,7933,386135832,-8724626,-8739,-31580
710,-7438,-14598,1888,7970,398575870,-8919977,-8351,-31685
711,-6976,-14824,1735,8005,410887236,-9114975,-7962,-31785
712,-6507,-15036,1582,8037,423020280,-9309712,-7571,-31880
713,-6031,-15233,1428,8065,435006573,-9503560,-6983,-32014
714,-5550,-15415,1323,8083,443079340,-9696890,-6590,-32098
715,-5063,-15582,1168,8107,454806120,-9843131,-6195,-32176
716,-4571,-15733,1012,8128,466355119,-10035396,-5800,-32250
717,-4074,-15869,856,8146,477737700,-10226716,-5205,-32351
718,-3574,-15989,750,8157,485383360,-10417213,-4808,-32412
719,-3070,-16093,594,8169,496453884,-10562739,-4210,-32495
720,-2563,-16182,488,8176,503858615,-10751411,-3811,-32545
721,-2053,-16254,331,8184,514667550,-10895958,-3212,-32609
722,-1542,-16311,224,8188,521882493,-11083371,-2811,-32646
723,-1029,-16351,68,8191,532333557,-11227518,-2210,-32692
724,-515,-16375,-39,8191,-534325340,-11412433,-1809,-32717
725,0,-16384,-195,8188,-523899390,1714205,-1206,-32745
726,515,-16375,-302,8186,-516734976,1642416,-603,-32761
727,1029,-16351,-409,8181,-509404790,1609825,-804,-32757
728,1542,-16311,-715,8160,-487929234,1574419,-804,-32757
729,2053,-16254,-971,8133,-469434321,1363399,-804,-32757
730,2563,-16182,-1226,8099,-450463329,1186925,-1005,-32752
731,3070,-16093,-1530,8047,-427210763,1002591,-1005,-32752
732,3574,-15989,-1782,7995,-407270481,763312,-1005,-32752
733,4074,-15869,-2032,7935,-386955265,562488,-1206,-32745
734,4571,-15733,-2328,7853,-362176017,354900,-1206,-32745
735,5063,-15582,-2574,7776,-341013066,89969,-1206,-32745
736,5550,-15415,-2817,7692,-319546785,-132913,-1206,-32745
737,6031,-15233,-3057,7599,-297745635,-361804,-1206,-32745
738,6507,-15036,-3294,7500,-275675106,-597127,-1206,-32745
739,6976,-14824,-3528,7392,-253301247,-838108,-1206,-32745
740,7438,-14598,-3759,7278,-230691960,-1085196,-1206,-32745
741,7893,-14357,-3986,7157,-207878784,-1337583,-1206,-32745
742,8340,-14102,-4208,7028,-184830180,-1594905,-1005,-32752
743,8779,-13833,-4385,6919,-166162814,-1857574,-1005,-32752
744,9209,-13550,-4600,6778,-142803548,-2068554,-1005,-32752
745,9630,-13255,-4811,6630,-119303637,-2339518,-804,-32757
746,10042,-12946,-4976,6507,-100344585,-2614715,-804,-32757
747,10443,-12624,-5179,6347,-76643976,-2836299,-603,-32761
748,10835,-12289,-5337,6214,-57542340,-3118512,-603,-32761
749,11215,-11943,-5530,6043,-33690722,-3346415,-402,-32765
750,11585,-11585,-5681,5902,-14543404,-3635066,-201,-32766
751,11943,-11215,-5828,5756,4657170,-3868122,0,-32767
752,12289,-10835,-5972,5607,23854376,-4103881,0,-32767
753,12624,-10443,-6145,5417,47643218,-4341649,0,-32767
754,12946,-10042,-6312,5221,71464827,-4638218,201,-32766
755,13255,-9630,-6442,5060,90531876,-4937733,402,-32765
756,13550,-9209,-6568,4895,109573355,-5181028,804,-32757
757,13833,-8779,-6660,4769,123899901,-5426044,1005,-32752
758,14102,-8340,-6779,4599,142803548,-5614819,1206,-32745
759,14357,-7893,-6893,4426,161611638,-5861695,1407,-32737
760,14598,-7438,-7003,4250,180306218,-6109409,1809,-32717
761,14824,-6976,-7083,4116,194390596,-6357729,2009,-32705
762,15036,-6507,-7184,3935,212872640,-6551066,2210,-32692
763,15233,-6031,-7282,3752,231220038,-6800261,2611,-32663
764,15415,-5550,-7352,3612,245044622,-7049766,3012,-32628
765,15582,-5063,-7420,3471,258728640,-7245330,3212,-32609
766,15733,-4571,-7506,3282,276702331,-7440633,3612,-32567
767,15869,-4074,-7567,3138,290174806,-7690417,4011,-32521
768,15989,-3574,-7626,2992,303593822,-7886487,4210,-32495
769,16093,-3070,-7699,2799,321065195,-8083335,4609,-32441
770,16182,-2563,-7751,2651,334156876,-8331702,5007,-32382
771,16254,-2053,-7800,2502,347154243,-8527804,5404,-32318
